,BU_NAAM,GM_NAAM,BEV_DICHTH,OPP_WATER,AV1_CAFE,AF_TREINST,AF_OVERST,AF_ZWEMB,AF_BIBLIO,P_SOCMINH,AV3_ARTSPR,AV1_SUPERM,AF_DAGLMD,AF_ZIEK_I,AF_POP,AV1_KDV,AV1_ONDBAS,AV1_RESTAU,AANTAL_HH,P_EENP_HH,P_HH_Z_K,P_HH_M_K,GEM_HH_GR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,rail,residentials,parcs,recreational,forest,motor,road,water,agric,industrie,monu_dens,houses_before45,houses60_81,houses45_60,houses_after91,dom45_60,dom60_70,dom80_85,dom1900,ratiofree,ratiorow,ratioindustrie,ratiomeeting,score
504,Omgeving Watersley,Sittard-Geleen,73,0,5.4,1.9,1.9,2.4,0.9,-99999999,7.9,1.5,0.8,3.3,1.4,0.6,2.1,23.3,40,86,14,0,1.1,31,3,-99999999,-99999999,-99999999,-99999999,7107.41374,0,10.35231338,1772.149488,82.12209167,5000,1137.982806,5000,26.41688358,31.72597189,0,0.818181818,0.090909091,0,0.090909091,0.863455818,0.086591628,178.90637,0.656377937,0,0,0.026595745,0.010638298,7 Goed
505,Overhoven,Sittard-Geleen,4222,0,2.9,1.2,1.2,1.2,1.5,10,9.5,0.8,0.4,3.5,1.1,1.2,1.6,5.5,1665,38,30,32,2.1,15,5,2,0,1,0,8142.89253,6.5996889,0,785.628831,70.56838589,5000,2775.385693,5000,242.1696428,1451.120775,0,0.523809524,0.238095238,0,0.19047619,0.226631909,0.213329026,0.172624557,0.971390204,0.065652522,0.004803843,0.134907926,0.003602882,7 Goed
506,Baandert,Sittard-Geleen,5515,0,5.1,1.6,1.6,1,0.8,9,8.7,0.4,0.5,3.6,0.5,1.2,2.2,16.5,1730,46,27,28,1.9,17,6,1,0,0,0,4699.421401,0,201.7136897,209.8409872,110.9311097,5000,114.1698657,5000,436.6943513,725.0351997,0,0.342931937,0.12565445,0.141361257,0.314136126,0.299966017,0.065268295,0.03202116,1,0.171779141,0,0.021472393,0.006134969,7 Goed
508,Sittard-Centrum,Sittard-Geleen,3482,0,9.9,0.7,0.7,2,0.9,14,9.5,3.6,0.1,2.7,0.9,0.3,2.8,37.1,1850,66,24,10,1.5,18,5,1,0,0,0,5397.967555,469.2560068,118.3241812,5000,55.50883623,5000,422.3147466,5000,0,5000,0.19,0,0,0,0,0.071111767,0.021942567,0.015462082,0.799038462,0.067307692,0,0.076923077,0.023076923,7 Goed
509,Sanderbout,Sittard-Geleen,2672,0,1,2,2,3.1,2.6,17,6.2,1,0.9,1,2.9,0,1.3,1,855,40,31,29,2,17,11,6,0,0,0,7026.938709,0,53.27148241,5000,30.8504756,5000,728.8836285,5000,92.49716717,5000,0,0.4,0,0.3,0,0.21890446,0.558891855,0.002282242,0.936023722,0.206266319,0.187989556,0.018276762,0.01305483,5 Voldoende
510,Ophoven,Sittard-Geleen,3218,1,1.6,1.7,1.7,3.1,2.2,7,7.5,1,0.6,1.6,2.2,0.1,3.1,6.3,1880,34,32,33,2.2,15,5,2,0,0,0,7272.51433,24.09589287,65.87852269,5000,11.3508573,5000,7.596565583,5000,0,5000,0,0.416666667,0.25,0.333333333,0,0.199954053,0.186193879,0.021176861,0.988346389,0.27388535,0.114649682,0.006369427,0.003184713,7 Goed
511,Limbrichterveld,Sittard-Geleen,3664,0,0.8,1.4,1.4,2.4,2.3,11,7.5,1.1,0.7,3.9,2,1.7,1.5,1,2580,38,27,35,2.1,16,9,2,1,0,1,739.2865758,0,20.82236152,3024.789993,354.0289171,2889.450503,802.7386504,5000,280.1241943,1041.890663,0,0.125,0.875,0,0,0.0315049,0.081719193,0.162834947,1,0.175883953,0.026291931,0.011786038,0.006346328,6 Ruim voldoende
512,Malden-Oost,Heumen,4084,0,0.5,3.1,7.8,0.9,0.9,6,1.8,0.9,0.8,5.3,7.6,2.8,1.6,2.8,2735,27,37,36,2.3,11,5,0,1,0,0,657.1364753,0,74.1424767,5000,65.19980644,1197.07306,390.7118415,5000,148.8398285,669.4147859,0,0.217391304,0.130434783,0.130434783,0.434782609,0.036717382,0.736001309,1.121587109,1,0.13986014,0.370629371,0.027972028,0.013986014,7 Goed
513,Broekkant en Droge,Heumen,164,8,0,4.9,6.7,3,1.7,-99999999,3.6,0,1.7,4,6.5,0,0,0.5,40,19,30,51,2.8,9,2,-99999999,-99999999,-99999999,-99999999,740.7374204,42.67723576,0,5000,24.40530689,1102.774083,769.8494414,5000,15.8098632,799.500603,0,0,0,0,0,0.097758671,0.297418006,0.29412062,0.95,0.8,0.1,0,0,8 Zeer goed
514,Molenhoek,Heumen,466,0,1.9,1.3,9.4,2.2,2.2,-99999999,2.9,0.7,0.9,6.9,9.2,0.6,0.7,0,85,21,38,40,2.4,7,2,-99999999,-99999999,-99999999,-99999999,6334.985252,0,68.47462239,5000,75.38280086,5000,399.4650947,5000,121.5545566,5000,0.03,0.653846154,0.230769231,0.038461538,0.076923077,0.001030852,0.71039556,0.103993747,0.874085022,1,0,0,0,7 Goed
515,Kluis,Heumen,227,0,0,3.7,5.3,3,2.2,-99999999,6.4,0,1.4,2.8,5.1,0.1,0,1.3,70,44,31,25,2,5,2,-99999999,-99999999,-99999999,-99999999,258.4494104,427.8004183,289.166032,5000,430.83101,305.2708265,381.2734234,5000,258.203887,0,0,0,0,0,0,0.047749045,3.995389753,0.382769905,1,1,0,0.222222222,0,9 Uitstekend
516,Heumen,Heumen,2556,0,1,4.9,10.4,5,4,3,0,0,3.9,7.9,10.2,0,1,0.3,395,26,27,47,2.5,6,2,0,1,0,0,887.5974598,103.1654808,21.81186266,3805.070517,100.8950153,60.8729336,1411.432251,5000,170.0262722,124.9607638,0.03,0.222222222,0,0.333333333,0.444444444,0.209617935,0.261152092,0.498011437,0.989754098,0.389344262,0.245901639,0.004098361,0.008196721,7 Goed
517,Malden-West,Heumen,2846,9,0.5,3.4,7.8,1.6,0.9,6,1.6,1,0.6,5.3,7.6,3.1,1.3,4.6,1430,35,29,36,2.2,10,4,0,0,0,0,1951.976429,284.4763729,87.34438281,2204.353943,101.3721134,242.8007688,2461.775951,5000,440.6867706,0,0,0.2,0.6,0.2,0,0.118331523,0.690118704,1.047148885,0.998792271,0.190821256,0.014492754,0.031400966,0.004830918,7 Goed
518,Verspreide huizen Valenberg en Heide,Heumen,41,21,0,6.3,10.1,4.6,2.9,-99999999,0.5,0,2.6,7,9.9,0,0,0.1,70,30,32,38,2.4,6,0,-99999999,-99999999,-99999999,-99999999,451.2210101,10.01805826,0,3265.059938,166.547011,1591.614781,892.7323327,5000,61.61391571,1643.137826,0,0,0,0,0,0,0,0,0,1,0,0,0,9 Uitstekend
520,Verspreide huizen Malden,Heumen,500,7,0.9,2.9,8.4,1.7,1.5,3,2,0,1,5.9,8.2,0.6,1,0.6,540,16,26,59,2.9,8,3,0,0,1,0,667.3741082,0,126.6542692,3235.969835,131.6771163,943.3603696,1174.154982,5000,639.2376426,997.9291185,0,0.148734177,0.123417722,0.167721519,0.360759494,0.110234063,3.026974632,0.916411561,1,0.44516129,0.270967742,0.012903226,0,9 Uitstekend
522,Verspreide huizen Heumen,Heumen,60,46,0.5,5.1,10.3,4.7,3.8,6,0.2,0,3.6,7.7,10.1,0,0.6,0.3,115,21,32,46,2.6,9,1,-99999999,-99999999,-99999999,-99999999,477.3212993,0,121.1764629,3696.261503,170.3669543,780.0606406,1013.812607,5000,504.0481117,395.5803002,0,0.043478261,0.5,0,0.007246377,0.57426232,0.57426232,2.76689303,1,0.081632653,0.163265306,0,0,7 Goed
524,Verspreide huizen Hoge en Lage Langeberg,Groesbeek,74,0,0.5,4.4,6.4,3.9,4,-99999999,0.7,0,2.9,5,6,0,0,0,90,81,14,5,1.3,7,10,3,1,2,1,279.1294,0,64.77709219,3392.90892,50.86032144,1800.55073,703.8480649,5000,76.24979593,1794.612534,0,0.341463415,0.12195122,0.146341463,0.365853659,0,0.515075709,0.502879447,1,1,0,0,0,7 Goed
525,Bedrijventerrein,Groesbeek,591,0,0.2,5.9,11.2,1.7,1.2,-99999999,4,0.9,1.2,9.9,10.8,1,0,0,90,32,35,34,2.4,6,0,-99999999,-99999999,-99999999,-99999999,2009.668753,602.1421826,21.00353584,1696.029457,116.0557211,363.1538365,2218.873782,5000,41.35044679,1152.498585,0,1,0,0,0,0.009988591,0.300748183,0.12148924,1,0.846153846,0,0,0,9 Uitstekend
526,Breedeweg,Groesbeek,3785,0,0,6.4,12.2,3.3,2.3,6,3.6,0,0.5,10.9,11.7,1,1,0,930,27,33,40,2.4,8,4,0,0,0,0,2606.756702,0,0,1180.058252,92.0288835,334.9086806,2693.591203,5000,112.2186695,904.2554529,0,0.736842105,0.157894737,0.105263158,0,0.218122673,0.265507478,0.017783352,0.997527416,0.442105263,0.121052632,0.110526316,0.026315789,7 Goed
527,Horst,Groesbeek,2577,0,2,7.3,12.5,2.7,2.5,4,3,0,0.3,11.3,12.1,2,1,1,305,26,30,44,2.5,9,1,-99999999,-99999999,-99999999,-99999999,1237.174271,0,16.67845036,3940.837044,139.6534159,409.5411394,1662.160607,5000,88.76767711,598.5476688,0,0.272727273,0.318181818,0.090909091,0.272727273,0.257774976,0.037077279,0.122465182,1,0.506024096,0.090361446,0.024096386,0,7 Goed
529,Verspreide huizen Groesbeek-Noord,Groesbeek,77,0,0.9,6,10,1.6,2.2,8,2.6,0.4,1.2,8.7,9.4,0.7,0.5,0.5,345,31,30,39,2.3,13,2,1,0,0,0,372.097872,425.6304394,141.060237,4251.91175,336.6715052,469.3615653,882.7059665,5000,338.1326369,0,0,0.021052632,0.031578947,0,0.6,0.221356035,0.350945127,0.259977011,0.5,0,0,0,0,7 Goed
530,Groesbeek De Drul,Groesbeek,3821,0,3.8,5.1,10.7,1.8,0.8,6,4,3.4,0.6,9.5,10.3,1,1.7,3,1405,30,34,35,2.3,10,3,0,1,0,0,1374.375491,0,5.200734162,2576.522837,118.0543378,356.3367888,1879.713754,5000,349.0365624,397.4388846,0,0.146341463,0.146341463,0.341463415,0.365853659,0.076426292,0.291064251,0.391963122,0.998239981,0.38047138,0.191919192,0.070707071,0.01010101,7 Goed
531,Groesbeek Nijerf,Groesbeek,3266,0,0.6,5.9,11.4,2.4,1.4,5,4,1.5,1.3,10.1,11,0.5,0.9,0,805,20,28,53,2.7,7,2,0,0,0,1,2601.034516,0,81.40875691,1814.431499,123.7622446,739.8347655,227.9095934,5000,208.501949,1785.81476,0,0.24137931,0.459770115,0.08045977,0.068965517,0.078964363,0.132815093,0.396210332,0.998239981,0.233502538,0.101522843,0.020304569,0.015228426,7 Goed
532,Groesbeek Centrum-Zuid,Groesbeek,1705,0,6.4,4.8,10.2,1.3,0.4,8,4,4.5,0.3,8.9,9.7,2.2,2.2,5.4,625,42,38,21,1.9,12,3,0,0,0,0,1746.277651,688.6487452,0,2897.61561,48.66156795,1140.274066,1012.939063,5000,22.88028943,878.974595,0,1,0,0,0,0.206447087,0.102249856,0.067390743,0.988936567,0.485875706,0.073446328,0.04519774,0.028248588,7 Goed
533,Groesbeek-Noord,Groesbeek,3205,0,3.6,4.8,8.7,1.6,1.6,8,3.4,1,0.9,7.5,8.3,2.8,0.6,3,1040,30,33,37,2.3,10,2,0,0,0,0,2852.853698,0,8.302891477,1795.294936,24.07493338,1370.286493,81.89389876,5000,90.35232489,1985.698343,0,0.391304348,0,0.47826087,0,0.02457001,0.23774286,0.034087794,0.997160911,0.20212766,0.195744681,0.080851064,0.019148936,7 Goed
534,Groesbeek-Centrum-Noord,Groesbeek,3188,0,5.9,5.1,9.8,0.7,1,7,4,2.6,0.5,8.5,9.4,3.2,1.5,5.2,940,37,36,27,2,12,3,0,0,0,0,1262.94118,1070.582054,0,3367.73607,68.03686208,3602.568625,1006.880645,5000,182.1574691,1536.507801,0,0,0,0,0,0.1358666,0.104561288,0.013510699,0.998224109,0.401041667,0.114583333,0.1875,0.010416667,7 Goed
535,Verspreide huizen Breedeweg,Groesbeek,93,0,0.1,6.9,12.8,3.9,3,2,1.8,0.1,1.3,11.4,12.3,0.3,0.4,0,170,18,37,45,2.6,8,0,-99999999,-99999999,-99999999,-99999999,742.6426312,696.633194,8.509039312,3230.197387,20.26683181,3021.891124,434.8535666,5000,205.2312872,1353.304587,0,0.049180328,0.180327869,0.016393443,0.557377049,0.387979133,0.126033794,0.017783352,0.997527416,1,0,0,0,7 Goed
536,Verspreide huizen Horst,Groesbeek,70,0,0.7,7.6,12.6,2.9,2.9,5,1.8,0.1,1.2,11.4,12.1,0.9,0.3,0.4,155,20,31,49,2.8,8,1,-99999999,-99999999,-99999999,-99999999,310.6190819,94.12372289,0,2921.518969,16.68002888,2382.950811,931.9654249,5000,115.8206081,951.1120202,0,0,0.153846154,0,0.846153846,0.243911302,0.040790763,0.035404611,1,0.506849315,0.102739726,0.02739726,0,6 Ruim voldoende
538,Sambeek Centrum,Boxmeer,1215,1,1,2.6,27.6,2.1,2.1,4,4.7,0,0.5,3.9,27.4,1.5,1,1.4,535,23,38,40,2.5,6,3,0,0,1,0,225.318016,0,161.0661925,2996.236634,178.1525438,2363.088329,705.1220051,5000,271.0900709,606.3488414,0.08,0.333333333,0.116666667,0.133333333,0.35,0.228468928,0.150751614,0.004814195,0.907962037,0.509345794,0.177570093,0.074766355,0,7 Goed
539,Verspreide huizen Sambeek,Boxmeer,42,46,0.2,3.1,28.6,3,3.2,3,2.4,0,1.5,4.8,28.3,0.3,0.2,0.2,100,14,36,50,3,3,0,-99999999,-99999999,-99999999,-99999999,2597.257144,1084.474792,1.086641774,4923.146091,25.94596279,4317.830199,2162.693107,5000,171.8027392,3115.680283,0,0,0.5,0,0.5,0.032333684,0.058511189,0.017602459,0.5,0,0,0,0,8 Zeer goed
540,Beugen Centrum,Boxmeer,1479,0,0,3.7,22.8,3.4,3.1,2,1.1,0,0.4,1.3,22.6,1,1,1,455,22,36,41,2.6,8,2,0,0,0,0,2183.860925,586.4500686,1.260831746,5000,65.50458643,3610.965551,1701.376134,5000,151.5108529,2716.035827,0.01,0,0,0.12195122,0.87804878,0.101378439,0.09851593,0.090368202,0.976015026,0.528957529,0.250965251,0.088803089,0.019305019,8 Zeer goed
541,Verspreide huizen Beugen,Boxmeer,52,57,0.4,3.9,22.7,4.2,3.2,4,1.3,0,0.9,2.7,22.5,0.2,0.2,0.1,170,16,37,47,2.7,4,0,-99999999,-99999999,-99999999,-99999999,206.8246483,0,137.2486934,4031.034065,163.8795925,1819.477802,278.2377101,5000,576.472364,1307.164029,0,0.103825137,0.098360656,0.284153005,0.49726776,0.293463381,0.03867037,0.011217623,0.987598038,1,0,0,0,8 Zeer goed
542,Hollesteeg,Boxmeer,4285,0,0.3,1.5,25.3,1.6,1.5,4,5,0,1.1,1.7,25.1,1.8,1.8,0.1,545,16,40,44,2.5,9,4,0,1,1,1,7402.229556,17.44853234,0,5000,56.16769988,5000,72.24630527,5000,84.68726912,5000,0,0.5,0.142857143,0.357142857,0,0.022311038,0.199375058,0.332197644,0.981126511,0.1663286,0.37525355,0.032454361,0,7 Goed
543,Maasbroeksche Blokken,Boxmeer,1896,0,0,2.1,24.7,1.7,1.7,2,5,0,0.4,0.9,24.5,0,0,0,215,14,28,58,2.9,4,9,1,0,1,5,6279.107409,20.8672324,8.723237717,5000,41.43203188,5000,1322.498102,5000,117.0434155,4393.41424,0,0.111111111,0,0.111111111,0.777777778,0.005684448,0.006511428,0.073576955,0.981126511,0.355555556,0.258333333,0.052777778,0.011111111,8 Zeer goed
544,Bedrijventerrein Saxa Gotha,Boxmeer,241,0,2.4,0.6,26.3,1.2,1.4,5,5,0,0.7,2.6,26.1,1.9,2.1,2.9,150,25,47,29,2.2,15,6,3,0,0,2,1018.853189,55.37622499,83.19589353,4978.830334,154.3308311,2149.686078,493.13413,5000,175.7133437,1256.04665,0,0.168316832,0.376237624,0.158415842,0.237623762,0.258836786,0.268574886,0.038168615,1,0.293103448,0.362068966,0,0,6 Ruim voldoende
546,Bakelgeert-Zuid,Boxmeer,2660,0,3.8,0.5,26.1,0.5,0.8,7,5,4.7,0.4,2.2,25.8,4.7,4.2,7.3,500,40,33,28,2,10,7,0,0,0,3,895.9545612,0,7.226157754,4435.817341,230.04576,2482.825938,412.6135723,5000,138.0863434,1704.298628,0.01,0.06097561,0.518292683,0.103658537,0.298780488,0.282925735,0.248238475,0.13130853,1,0.244186047,0.186046512,0.066860465,0.00872093,6 Ruim voldoende
547,De Elzen,Boxmeer,3123,0,1.9,1.5,25.5,0.9,0.6,7,5,3.1,0.6,1.7,25.3,1.9,1.2,5.6,595,32,40,28,2.1,11,4,0,0,1,1,1833.255843,264.5765269,0,2007.200421,105.9542071,206.5120845,2312.872433,5000,13.18170284,381.8849208,0,1,0,0,0,0.009588001,0.026999893,0.100957778,0.982155868,0.035581913,0.071905115,0.030392884,0.014825797,7 Goed
548,Villapark 't Zand,Boxmeer,1045,0,1.2,1.7,26.3,1.1,0.9,6,5,3.1,0.5,2.8,26.1,0.7,0.7,5.7,185,25,48,28,2.2,7,2,-99999999,-99999999,-99999999,-99999999,1308.949869,559.4690783,173.2007074,4733.17659,13.33902299,569.5947713,1342.399674,5000,0,714.3474137,0.02,0,0,0,0,0.201803383,0.206216503,0.055394499,0.967096827,0.565495208,0.313099042,0.019169329,0.012779553,7 Goed
549,Luneven,Boxmeer,4651,0,1,1.2,26.7,1,1.3,7,5,2.2,0.8,2.9,26.5,2.2,1.9,3.1,1145,27,27,46,2.5,8,8,2,0,1,2,5841.401791,308.6712479,20.19687829,5000,193.4374837,5000,1493.679866,5000,0,3385.422617,0.1,0,0,0,0,0.034147472,0.050673355,0.250671757,0.999623801,0.23030303,0.254545455,0.124242424,0.027272727,6 Ruim voldoende
550,Boxmeer Centrum,Boxmeer,2827,2,2.6,1.2,26,0.6,0.5,9,5,4.8,0.2,2.3,25.8,2,1.6,8.2,850,55,31,14,1.6,9,3,1,0,0,1,1074.259235,1142.522482,23.74240169,1524.673371,52.01268897,186.8347798,1102.885908,5000,34.57855299,565.0125823,0.07,0.25,0,0.25,0.5,0.026592667,0.040799803,0.108665767,0.91901936,0.093052109,0.086848635,0.037220844,0.003722084,7 Goed
551,Bakelgeert-Noord,Boxmeer,5592,0,2.8,1,25.6,1,1.2,6,5,0.9,0.6,1.8,25.4,2.7,2.9,2.7,1125,31,36,32,2.2,12,9,2,1,1,2,1157.359917,391.3717158,0,2296.316331,34.57000179,4001.169141,1542.772191,5000,92.86112438,1168.759779,0,0,0,0,1,0.054567281,0.788434404,0.041819412,1,0.339495798,0.242016807,0.094117647,0.011764706,6 Ruim voldoende
552,Verspreide huizen Overloon,Boxmeer,42,7,0.4,5.4,27,7.3,1.7,4,1.8,0.2,1.5,7.3,30.1,0.5,0,0.9,305,20,34,47,2.7,3,1,-99999999,-99999999,-99999999,-99999999,1039.452714,0,0,3176.168079,94.84404231,1475.34053,2180.156326,5000,91.96602415,595.1226629,0,0.5,0,0,0.5,0.118734512,0.529606364,0.107800007,1,0.654320988,0.176954733,0.037037037,0.008230453,7 Goed
553,Maashees Centrum,Boxmeer,1476,1,1,4.6,28,6.2,3.6,3,0,0,0.5,8.2,27,0,1,1,305,26,39,35,2.3,9,1,-99999999,-99999999,-99999999,-99999999,2847.781823,16.25251813,0,1999.316455,93.90569853,1589.077245,175.9143845,5000,35.00632733,1969.341919,0,0.8125,0,0.0625,0.125,0.188323391,0.054047609,0.088648202,0.991736717,0.481865285,0.02417962,0.067357513,0,6 Ruim voldoende
554,Verspreide huizen Maashees,Boxmeer,38,29,0.4,4.1,28.4,5.9,3.2,-99999999,0.4,0,1.2,8.6,27.5,0,0.4,0.5,60,16,42,42,2.8,4,0,-99999999,-99999999,-99999999,-99999999,2389.472457,0,53.58043667,1869.27585,136.4659985,180.174902,210.7214535,5000,133.785214,1085.712844,0,0.387096774,0.193548387,0.290322581,0.096774194,0.106422073,0.143242574,0.141008386,0.988139595,0.410071942,0.230215827,0.035971223,0,7 Goed
555,Holthees Centrum,Boxmeer,919,1,0,2.6,28.9,5.7,3.1,2,0.1,0,2.4,7.7,28.8,1,1,1.5,155,18,41,41,2.6,5,2,0,1,0,0,1663.207741,0,8.91161631,953.8680962,390.5212124,1250.765974,261.7039052,5000,160.7044763,414.1114254,0,0.4,0.25,0.2,0.15,1.126115177,0.119866265,0.171470482,1,0.729050279,0.030726257,0.164804469,0.011173184,8 Zeer goed
556,Verspreide huizen Vierlingsbeek en Groeningen,Boxmeer,20,42,0.1,1.9,30.9,5.1,2,5,1,0.1,2,8.8,30.7,0.3,0.2,0.7,105,24,30,46,2.8,6,0,-99999999,-99999999,-99999999,-99999999,1662.412804,0,25.53164131,1001.266627,341.2617295,1243.90363,296.0146919,5000,200.6574123,469.4142088,0,0.384615385,0.307692308,0.192307692,0.115384615,0.100010489,0.074861157,0.012123869,0.488902791,0,0,0,0,7 Goed
557,Overloon Centrum,Boxmeer,2102,0,1.9,4.5,27.5,6.5,0.6,4,2,1,0.4,6.5,30.4,3,1,4,1135,28,37,34,2.3,6,1,0,0,0,0,424.2684143,0,6.264189899,1554.872219,103.2808823,3279.919543,995.4793099,5000,247.4828544,433.9161569,0.01,0.231707317,0.207317073,0.317073171,0.134146341,0.182256521,0.164036148,0.030452601,1,0.377382465,0.041931385,0.024142313,0.011435832,7 Goed
560,Vortum-Mullem Centrum,Boxmeer,699,0,0.6,4.1,29.8,4.3,4.1,4,0.4,0,2,6.1,29.5,1,1,0,160,19,31,49,2.8,6,0,-99999999,-99999999,-99999999,-99999999,1099.930329,175.4518458,0,2326.830467,12.19840991,3979.05607,1353.171213,5000,322.82359,1112.547368,0,0,0,0,1,0.22080277,0.048729009,0.366830176,0.967691258,0.596330275,0.256880734,0.073394495,0.009174312,7 Goed
561,Verspreide huizen Vortum-Mullem,Boxmeer,36,0,0.3,3.7,30.2,4.7,4,-99999999,0.1,0,2.6,6.5,29.9,0.1,0,0,70,14,31,56,3,2,0,-99999999,-99999999,-99999999,-99999999,674.8397649,0,203.6580982,582.6569032,388.1358392,1985.955023,625.9277724,5000,434.7081962,650.2225171,0,0.0647653,0.588235294,0.203802733,0.102198455,0.193279834,0.030380386,0.187931093,0.486039882,0,0,0,0,7 Goed
562,Vierlingsbeek Centrum,Boxmeer,1363,0,1,1.5,31.3,3.7,0.5,3,1,1,0.5,9.7,30.3,1.9,1,1.2,955,23,34,42,2.5,5,0,0,0,0,0,954.9566091,0,272.2620317,412.1466472,300.7754362,1733.388996,347.905995,5000,295.6712586,396.5775827,0.05,0.212765957,0.356382979,0.313829787,0.085106383,0.129197301,0.165603165,0.042907674,0.988681758,0.398963731,0.067357513,0.028497409,0.012953368,7 Goed
563,Groeningen Centrum,Boxmeer,896,0,0,2.2,31.5,5,1.9,3,1,0,1.9,7.9,31.2,0,0,1,120,12,38,50,2.8,4,1,-99999999,-99999999,-99999999,-99999999,304.6872647,0,109.3771565,868.9351884,175.9557506,2620.607498,489.6832319,5000,181.3911093,137.2687823,0.01,0.08411215,0.641744548,0.146417445,0.112149533,0.144882284,0.094091927,0.024944382,0.950441253,0.769230769,0.153846154,0.051282051,0.012820513,9 Uitstekend
564,Oeffelt Centrum,Boxmeer,1435,0,1,5.9,19.9,3.9,0.5,3,1.2,1,3,4.3,19.7,1,1,0.8,780,25,34,41,2.4,6,1,0,0,0,0,129.3180594,0,142.9631156,1239.680186,156.8528826,2774.429544,263.1106524,5000,192.5032175,0,0.04,0.025641026,0.487179487,0,0.418803419,0.099818212,0.200923136,0.018336076,0.946371976,0.238207547,0.136792453,0.117924528,0.011792453,8 Zeer goed
565,Verspreide huizen Oeffelt,Boxmeer,47,32,0.1,5.4,19.6,4.9,1.9,3,1,0,2.8,5.1,19.4,0.2,0.1,0.1,135,15,41,44,2.7,5,3,0,0,0,0,381.1395773,0,65.09085174,961.9802146,296.3573843,2165.207315,949.7261911,5000,226.8805504,973.0810239,0,0,0,0,1,0.04394477,0.055065589,0.0199274,0.48830553,1,0,0,0,8 Zeer goed
566,Verspreide huizen Rijkevoort,Boxmeer,28,3,0.3,4.9,24.2,5.5,3.9,7,0.3,0.3,3.1,5.2,22.6,0.4,0.3,0,105,18,30,53,3,4,3,-99999999,-99999999,-99999999,-99999999,282.2990758,0,171.6326995,817.7353095,187.8813184,2467.660781,891.7091208,5000,529.9917196,431.2709564,0,0.277848912,0.466069142,0.061459667,0.066581306,0.032218564,0.21651604,0.004204323,1,0.444444444,0.333333333,0.111111111,0,7 Goed
567,Noorbeek,Eijsden-Margraten,810,0,0,9.6,13.9,8.2,7.3,7,0.3,0,0.2,12,15.6,0,1.1,4,315,27,38,36,2.3,11,2,0,0,0,0,789.980461,0,79.32279563,327.988773,125.0469105,2080.540685,345.3714371,5000,199.9941582,413.617524,0.11,0.041237113,0.211340206,0.041237113,0.097938144,0.222236026,0.1134588,0.023013623,0.946216489,0.392523364,0.093457944,0.031152648,0.012461059,8 Zeer goed
568,Terlinden,Eijsden-Margraten,228,0,0.3,10,12.8,5.8,5,-99999999,0.9,0,1.2,11.4,14.4,0,0,0.2,45,22,35,43,2.5,10,0,-99999999,-99999999,-99999999,-99999999,1007.788886,0,241.7139676,307.235997,229.2839757,1720.199538,276.9264408,5000,296.2206018,302.1456736,0.03,0.158658205,0.471441523,0.293744334,0.054397099,0.256440481,0.033758712,0.005147196,0.786544073,0.646153846,0.01025641,0.041025641,0.005128205,8 Zeer goed
569,Bergenhuizen en Schey,Eijsden-Margraten,47,0,0,9.6,13.8,7.6,6.6,-99999999,0.7,0,1,12,15.4,0,-99999999,1.2,45,28,40,32,2.2,10,3,-99999999,-99999999,-99999999,-99999999,352.3756769,0,20.93607176,2840.441846,262.7965018,5000,1025.792345,5000,200.8479384,1653.366952,0,0.050761421,0.563451777,0.116751269,0.126903553,0.160728183,0.0028669,0.001351989,0.516309947,0,0,0,0,9 Uitstekend
572,Mheer,Eijsden-Margraten,214,0,1,7.3,11.6,7.3,6,3,1.6,0,1.6,9.6,13.2,0,0.8,0.8,390,25,39,36,2.4,11,0,-99999999,-99999999,-99999999,-99999999,419.7847781,61.91572387,0,3078.258534,38.27109685,5000,1420.832471,5000,86.64454793,1109.686137,0.06,0.333333333,0.166666667,0.333333333,0.166666667,0.009511724,0.179790019,0.061371288,0.854021729,0.516853933,0.146067416,0,0.02247191,9 Uitstekend
573,Banholt,Eijsden-Margraten,220,0,1,8.5,11.7,7.4,4.6,4,1,1,0.4,10,13.3,0,0.2,1,415,24,38,38,2.4,10,2,0,0,1,0,151.1188758,0,0,2300.692209,121.6642291,5000,1184.430589,5000,68.95508814,2036.47042,0.06,0.393442623,0.37704918,0.049180328,0.163934426,0.07617487,0.044501669,0.127061391,0.812595056,0.238670695,0.117824773,0.003021148,0.018126888,8 Zeer goed
574,Sint Geertruid,Eijsden-Margraten,1918,0,2,5.7,8.8,5.7,3.7,5,1.1,0,0.3,6.8,10.4,0,1,2.8,385,24,35,41,2.4,9,2,0,1,0,0,1052.365535,0,47.01162414,1808.047651,47.87901284,5000,1485.07034,5000,307.5712449,1408.887565,0.1,0,0.83,0.03,0.1,0.081335206,0.239389748,0.116675384,0.846820809,0.231213873,0.086705202,0.026011561,0,8 Zeer goed
575,Eckelrade,Eijsden-Margraten,479,0,1.1,6.5,8.1,6.6,3.1,6,1.6,0,1.7,6.2,9.8,0,0.9,0.1,210,23,31,46,2.5,12,1,-99999999,-99999999,-99999999,-99999999,1945.310864,0,61.25276039,4880.43134,42.16175828,4520.318668,2356.380987,5000,18.04130265,248.6073857,0.08,0.375,0.083333333,0.208333333,0.333333333,0.10517735,0.100979236,0.07945838,0.747331317,0.7625,0,0.4375,0.0125,8 Zeer goed
